RecordDate,PetrinexFacilityID,ActivityId,Product,Volume,units,is_current
2022-05-01,ABBT0048421,DIFF,GAS,0,e3m3,true
2022-05-01,ABBT0048421,DISP,GAS,57.5,e3m3,true
2022-05-01,ABBT0048421,FUEL,GAS,0.1,e3m3,true
2022-05-01,ABBT0048421,PROD,GAS,58.4,e3m3,true
2022-05-01,ABBT0048421,VENT,GAS,0.8,e3m3,true
2022-05-01,ABBT0059275,SHUTIN,,,,true
2022-05-01,ABBT0059275,IMBAL,OIL,0,m3,true
2022-05-01,ABBT0059275,INVCL,OIL,7.9,m3,true
2022-05-01,ABBT0059275,INVOP,OIL,7.9,m3,true
2022-05-01,ABBT0083457,IMBAL,OIL,0,m3,true
2022-05-01,ABBT0083457,INVCL,OIL,12,m3,true
2022-05-01,ABBT0083457,INVOP,OIL,12,m3,true
2022-05-01,ABBT0083457,DIFF,WATER,0,m3,true
2022-05-01,ABBT0083457,INVCL,WATER,10.4,m3,true
2022-05-01,ABBT0083457,INVOP,WATER,10.4,m3,true
2022-05-01,ABBT0091980,SHUTIN,,,,true
2022-05-01,ABBT0091980,IMBAL,OIL,0,m3,true
2022-05-01,ABBT0091980,INVCL,OIL,24.6,m3,true
2022-05-01,ABBT0091980,INVOP,OIL,24.6,m3,true
2022-05-01,ABBT0101896,PROD,COND,4.2,m3,true
2022-05-01,ABBT0101896,DIFF,GAS,0,e3m3,true
2022-05-01,ABBT0101896,DISP,GAS,819.8,e3m3,true
2022-05-01,ABBT0101896,FLARE,GAS,4.3,e3m3,true
2022-05-01,ABBT0101896,FUEL,GAS,18.1,e3m3,true
2022-05-01,ABBT0101896,PROD,GAS,28.6,e3m3,true
2022-05-01,ABBT0101896,PROD,GAS,24.8,e3m3,true
2022-05-01,ABBT0101896,PROD,GAS,117.1,e3m3,true
2022-05-01,ABBT0101896,PROD,GAS,59.8,e3m3,true
2022-05-01,ABBT0101896,PROD,GAS,41,e3m3,true
2022-05-01,ABBT0101896,PROD,GAS,181.2,e3m3,true
2022-05-01,ABBT0101896,PROD,GAS,87.4,e3m3,true
2022-05-01,ABBT0101896,PROD,GAS,38.2,e3m3,true
2022-05-01,ABBT0101896,PROD,GAS,80.7,e3m3,true
2022-05-01,ABBT0101896,PROD,GAS,161,e3m3,true
2022-05-01,ABBT0101896,REC,GAS,31.6,e3m3,true
2022-05-01,ABBT0101896,VENT,GAS,9.2,e3m3,true
2022-05-01,ABBT0101896,DISP,OIL,4.2,m3,true
2022-05-01,ABBT0101896,IMBAL,OIL,0,m3,true
2022-05-01,ABBT0120813,DIFF,GAS,0,e3m3,true
2022-05-01,ABBT0120813,DISP,GAS,47.2,e3m3,true
2022-05-01,ABBT0120813,FUEL,GAS,2,e3m3,true
2022-05-01,ABBT0120813,PROD,GAS,50.7,e3m3,true
2022-05-01,ABBT0120813,VENT,GAS,1.5,e3m3,true
2022-05-01,ABBT0120813,IMBAL,OIL,0,m3,true
2022-05-01,ABBT0120813,INVCL,OIL,33.4,m3,true
2022-05-01,ABBT0120813,INVOP,OIL,27.7,m3,true
2022-05-01,ABBT0120813,PROD,OIL,5.7,m3,true
2022-05-01,ABBT0120813,DIFF,WATER,0,m3,true
2022-05-01,ABBT0120813,INVCL,WATER,1.1,m3,true
2022-05-01,ABBT0120813,INVOP,WATER,1.1,m3,true
2022-05-01,ABBT0137951,SHUTIN,,,,true
2022-05-01,ABBT0137951,SHUTIN,,,,true
2022-05-01,ABBT0137951,SHUTIN,,,,true
2022-05-01,ABBT0137951,SHUTIN,,,,true
2022-05-01,ABBT0137951,DIFF,WATER,0,m3,true
2022-05-01,ABBT0137951,INVCL,WATER,3,m3,true
2022-05-01,ABBT0137951,INVOP,WATER,3,m3,true
2022-05-01,ABBT0141479,SHUTIN,,,,true
2022-05-01,ABBT2240034,,,,,true
2022-05-01,ABBT2240034,,,,,true
2022-05-01,ABBT2240034,,,,,true
2022-05-01,ABBT2240034,SHUTIN,,,,true
2022-05-01,ABBT2240034,SHUTIN,,,,true
2022-05-01,ABBT2240034,SHUTIN,,,,true
2022-05-01,ABBT2240034,SHUTIN,,,,true
2022-05-01,ABBT2240034,SHUTIN,,,,true
2022-05-01,ABBT2240034,SHUTIN,,,,true
2022-05-01,ABBT2240034,SHUTIN,,,,true
2022-05-01,ABBT2240034,SHUTIN,,,,true
2022-05-01,ABBT2240034,SHUTIN,,,,true
2022-05-01,ABBT2240034,SHUTIN,,,,true
2022-05-01,ABBT2240034,DISP,CO2,39896.1,,true
2022-05-01,ABBT2240034,DIFF,GAS,0,e3m3,true
2022-05-01,ABBT2240034,DISP,GAS,4722.8,e3m3,true
2022-05-01,ABBT2240034,FLARE,GAS,38.5,e3m3,true
2022-05-01,ABBT2240034,FUEL,GAS,178.6,e3m3,true
2022-05-01,ABBT2240034,PROD,GAS,1.2,e3m3,true
2022-05-01,ABBT2240034,PROD,GAS,10601.6,e3m3,true
2022-05-01,ABBT2240034,PROD,GAS,9.1,e3m3,true
2022-05-01,ABBT2240034,PROD,GAS,30.2,e3m3,true
2022-05-01,ABBT2240034,PROD,GAS,14.8,e3m3,true
2022-05-01,ABBT2240034,PROD,GAS,12320.1,e3m3,true
2022-05-01,ABBT2240034,PROD,GAS,0.7,e3m3,true
2022-05-01,ABBT2240034,PROD,GAS,12290,e3m3,true
2022-05-01,ABBT2240034,PROD,GAS,1350.5,e3m3,true
2022-05-01,ABBT2240034,PROD,GAS,7336.4,e3m3,true
2022-05-01,ABBT2240034,PROD,GAS,617,e3m3,true
2022-05-01,ABBT2240034,PROD,GAS,19.3,e3m3,true
2022-05-01,ABBT2240034,PURREC,GAS,245.3,e3m3,true
2022-05-01,ABBT2240034,VENT,GAS,0.2,e3m3,true
2022-05-01,ABBT2240034,DISP,OIL,4238.2,m3,true
2022-05-01,ABBT2240034,IMBAL,OIL,0,m3,true
2022-05-01,ABBT2240034,PROD,OIL,0.4,m3,true
2022-05-01,ABBT2240034,PROD,OIL,925.5,m3,true
2022-05-01,ABBT2240034,PROD,OIL,24.5,m3,true
2022-05-01,ABBT2240034,PROD,OIL,29.1,m3,true
2022-05-01,ABBT2240034,PROD,OIL,50.1,m3,true
2022-05-01,ABBT2240034,PROD,OIL,1071.5,m3,true
2022-05-01,ABBT2240034,PROD,OIL,0.3,m3,true
2022-05-01,ABBT2240034,PROD,OIL,1072.8,m3,true
2022-05-01,ABBT2240034,PROD,OIL,222.3,m3,true
2022-05-01,ABBT2240034,PROD,OIL,642.8,m3,true
2022-05-01,ABBT2240034,PROD,OIL,49.7,m3,true
2022-05-01,ABBT2240034,PROD,OIL,149.2,m3,true
2022-05-01,ABBT2240034,ROYALTY,OIL,21.7,m3,true
2022-05-01,ABBT2240034,ROYALTY,OIL,1.4,m3,true
2022-05-01,ABBT2240034,ROYALTY,OIL,5.1,m3,true
2022-05-01,ABBT2240034,ROYALTY,OIL,25.1,m3,true
2022-05-01,ABBT2240034,ROYALTY,OIL,25.1,m3,true
2022-05-01,ABBT2240034,ROYALTY,OIL,5.2,m3,true
2022-05-01,ABBT2240034,ROYALTY,OIL,15.1,m3,true
2022-05-01,ABBT2240034,ROYALTY,OIL,4.4,m3,true
2022-05-01,ABBT2240034,ROYALTY,OIL,30.4,m3,true
2022-05-01,ABBT2240034,DIFF,WATER,0,m3,true
2022-05-01,ABBT2240034,DISP,WATER,17404.7,m3,true
2022-05-01,ABBT2240034,PROD,WATER,70.5,m3,true
2022-05-01,ABBT2240034,PROD,WATER,3207.3,m3,true
2022-05-01,ABBT2240034,PROD,WATER,336.4,m3,true
2022-05-01,ABBT2240034,PROD,WATER,1736.9,m3,true
2022-05-01,ABBT2240034,PROD,WATER,950,m3,true
2022-05-01,ABBT2240034,PROD,WATER,4281,m3,true
2022-05-01,ABBT2240034,PROD,WATER,44,m3,true
2022-05-01,ABBT2240034,PROD,WATER,3778.6,m3,true
2022-05-01,ABBT2240034,PROD,WATER,11.2,m3,true
2022-05-01,ABBT2240034,PROD,WATER,1952.1,m3,true
2022-05-01,ABBT2240034,PROD,WATER,623.9,m3,true
2022-05-01,ABBT2240034,PROD,WATER,412.8,m3,true
2022-05-01,ABBT3620003,,,,,true
2022-05-01,ABBT3620003,,,,,true
2022-05-01,ABBT3620003,,,,,true
2022-05-01,ABBT3620003,SHUTIN,,,,true
2022-05-01,ABBT3620003,DIFF,GAS,0,e3m3,true
2022-05-01,ABBT3620003,FLARE,GAS,15.6,e3m3,true
2022-05-01,ABBT3620003,FUEL,GAS,8.5,e3m3,true
2022-05-01,ABBT3620003,PROD,GAS,7.9,e3m3,true
2022-05-01,ABBT3620003,PROD,GAS,6.2,e3m3,true
2022-05-01,ABBT3620003,PROD,GAS,5.6,e3m3,true
2022-05-01,ABBT3620003,PROD,GAS,4.8,e3m3,true
2022-05-01,ABBT3620003,VENT,GAS,0.4,e3m3,true
2022-05-01,ABBT3620003,DISP,OIL,130,m3,true
2022-05-01,ABBT3620003,IMBAL,OIL,0,m3,true
2022-05-01,ABBT3620003,INVCL,OIL,15.5,m3,true
2022-05-01,ABBT3620003,INVOP,OIL,19.3,m3,true
2022-05-01,ABBT3620003,PROD,OIL,51.3,m3,true
2022-05-01,ABBT3620003,PROD,OIL,22.1,m3,true
2022-05-01,ABBT3620003,PROD,OIL,11.9,m3,true
2022-05-01,ABBT3620003,PROD,OIL,40.9,m3,true
2022-05-01,ABBT3620003,ROYALTY,OIL,9.5,m3,true
2022-05-01,ABBT3620003,ROYALTY,OIL,1,m3,true
2022-05-01,ABBT3620003,DIFF,WATER,0,m3,true
2022-05-01,ABBT3620003,DISP,WATER,2262.5,m3,true
2022-05-01,ABBT3620003,INVCL,WATER,46.9,m3,true
2022-05-01,ABBT3620003,INVOP,WATER,46.9,m3,true
2022-05-01,ABBT3620003,PROD,WATER,614.2,m3,true
2022-05-01,ABBT3620003,PROD,WATER,248.4,m3,true
2022-05-01,ABBT3620003,PROD,WATER,1229.9,m3,true
2022-05-01,ABBT3620003,PROD,WATER,170,m3,true
2022-05-01,ABBT3710049,,,,,true
2022-05-01,ABBT3710049,,,,,true
2022-05-01,ABBT3710049,,,,,true
2022-05-01,ABBT3710049,SHUTIN,,,,true
2022-05-01,ABBT3710049,SHUTIN,,,,true
2022-05-01,ABBT3710049,SHUTIN,,,,true
2022-05-01,ABBT3710049,SHUTIN,,,,true
2022-05-01,ABBT3710049,DIFF,GAS,0,e3m3,true
2022-05-01,ABBT3710049,FLARE,GAS,290.1,e3m3,true
2022-05-01,ABBT3710049,FUEL,GAS,95.5,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,0.9,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,7.7,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,1,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,13.5,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,7.8,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,1.3,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,14.8,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,11,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,13.1,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,0.9,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,0.1,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,9.6,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,14.2,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,15.2,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,0.9,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,14.1,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,2.5,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,17.4,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,3,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,10.3,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,2.3,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,2.3,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,2.2,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,8.1,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,8.1,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,12.7,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,3.2,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,13.1,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,16.3,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,10.3,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,6,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,3.5,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,12.8,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,26.9,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,2.3,e3m3,true
2022-05-01,ABBT3710049,PROD,GAS,1.6,e3m3,true
2022-05-01,ABBT3710049,PURREC,GAS,42.6,e3m3,true
2022-05-01,ABBT3710049,PURREC,GAS,52.9,e3m3,true
2022-05-01,ABBT3710049,VENT,GAS,0.9,e3m3,true
2022-05-01,ABBT3710049,DISP,OIL,1514.6,m3,true
2022-05-01,ABBT3710049,IMBAL,OIL,0,m3,true
2022-05-01,ABBT3710049,INVCL,OIL,136.3,m3,true
2022-05-01,ABBT3710049,INVOP,OIL,94.5,m3,true
2022-05-01,ABBT3710049,PROD,OIL,65,m3,true
2022-05-01,ABBT3710049,PROD,OIL,28.1,m3,true
2022-05-01,ABBT3710049,PROD,OIL,42.5,m3,true
2022-05-01,ABBT3710049,PROD,OIL,174.2,m3,true
2022-05-01,ABBT3710049,PROD,OIL,15,m3,true
2022-05-01,ABBT3710049,PROD,OIL,24.2,m3,true
2022-05-01,ABBT3710049,PROD,OIL,51.8,m3,true
2022-05-01,ABBT3710049,PROD,OIL,27.9,m3,true
2022-05-01,ABBT3710049,PROD,OIL,21.6,m3,true
2022-05-01,ABBT3710049,PROD,OIL,0.6,m3,true
2022-05-01,ABBT3710049,PROD,OIL,16.5,m3,true
2022-05-01,ABBT3710049,PROD,OIL,27.8,m3,true
2022-05-01,ABBT3710049,PROD,OIL,41.6,m3,true
2022-05-01,ABBT3710049,PROD,OIL,141.6,m3,true
2022-05-01,ABBT3710049,PROD,OIL,19.8,m3,true
2022-05-01,ABBT3710049,PROD,OIL,70.4,m3,true
2022-05-01,ABBT3710049,PROD,OIL,19.8,m3,true
2022-05-01,ABBT3710049,PROD,OIL,53.2,m3,true
2022-05-01,ABBT3710049,PROD,OIL,23.2,m3,true
2022-05-01,ABBT3710049,PROD,OIL,58.7,m3,true
2022-05-01,ABBT3710049,PROD,OIL,21,m3,true
2022-05-01,ABBT3710049,PROD,OIL,44,m3,true
2022-05-01,ABBT3710049,PROD,OIL,0.2,m3,true
2022-05-01,ABBT3710049,PROD,OIL,63.7,m3,true
2022-05-01,ABBT3710049,PROD,OIL,63.7,m3,true
2022-05-01,ABBT3710049,PROD,OIL,19.3,m3,true
2022-05-01,ABBT3710049,PROD,OIL,10.1,m3,true
2022-05-01,ABBT3710049,PROD,OIL,40.4,m3,true
2022-05-01,ABBT3710049,PROD,OIL,90.9,m3,true
2022-05-01,ABBT3710049,PROD,OIL,63,m3,true
2022-05-01,ABBT3710049,PROD,OIL,27.1,m3,true
2022-05-01,ABBT3710049,PROD,OIL,43.1,m3,true
2022-05-01,ABBT3710049,PROD,OIL,64.7,m3,true
2022-05-01,ABBT3710049,PROD,OIL,41.2,m3,true
2022-05-01,ABBT3710049,PROD,OIL,24.3,m3,true
2022-05-01,ABBT3710049,PROD,OIL,16.2,m3,true
2022-05-01,ABBT3710049,ROYALTY,OIL,3.5,m3,true
2022-05-01,ABBT3710049,ROYALTY,OIL,1.4,m3,true
2022-05-01,ABBT3710049,ROYALTY,OIL,9.6,m3,true
2022-05-01,ABBT3710049,ROYALTY,OIL,3.5,m3,true
2022-05-01,ABBT3710049,ROYALTY,OIL,1.5,m3,true
2022-05-01,ABBT3710049,ROYALTY,OIL,1,m3,true
2022-05-01,ABBT3710049,ROYALTY,OIL,51.4,m3,true
2022-05-01,ABBT3710049,ROYALTY,OIL,1.7,m3,true
2022-05-01,ABBT3710049,ROYALTY,OIL,16.5,m3,true
2022-05-01,ABBT3710049,ROYALTY,OIL,10.1,m3,true
2022-05-01,ABBT3710049,ROYALTY,OIL,12,m3,true
2022-05-01,ABBT3710049,ROYALTY,OIL,1.4,m3,true
2022-05-01,ABBT3710049,ROYALTY,OIL,7.3,m3,true
2022-05-01,ABBT3710049,ROYALTY,OIL,0.8,m3,true
2022-05-01,ABBT3710049,ROYALTY,OIL,6.3,m3,true
2022-05-01,ABBT3710049,ROYALTY,OIL,3.5,m3,true
2022-05-01,ABBT3710049,ROYALTY,OIL,9.2,m3,true
2022-05-01,ABBT3710049,DISP,SAND,48.4,,true
2022-05-01,ABBT3710049,DIFF,WATER,0,m3,true
2022-05-01,ABBT3710049,DISP,WATER,3.8,m3,true
2022-05-01,ABBT3710049,DISP,WATER,71446,m3,true
2022-05-01,ABBT3710049,DISP,WATER,3598,m3,true
2022-05-01,ABBT3710049,DISP,WATER,5253,m3,true
2022-05-01,ABBT3710049,PROD,WATER,126.2,m3,true
2022-05-01,ABBT3710049,PROD,WATER,1788.9,m3,true
2022-05-01,ABBT3710049,PROD,WATER,1207.5,m3,true
2022-05-01,ABBT3710049,PROD,WATER,937.1,m3,true
2022-05-01,ABBT3710049,PROD,WATER,1717.4,m3,true
2022-05-01,ABBT3710049,PROD,WATER,634.4,m3,true
2022-05-01,ABBT3710049,PROD,WATER,2044.3,m3,true
2022-05-01,ABBT3710049,PROD,WATER,649.2,m3,true
2022-05-01,ABBT3710049,PROD,WATER,1555,m3,true
2022-05-01,ABBT3710049,PROD,WATER,655.9,m3,true
2022-05-01,ABBT3710049,PROD,WATER,1786.4,m3,true
2022-05-01,ABBT3710049,PROD,WATER,3025.2,m3,true
2022-05-01,ABBT3710049,PROD,WATER,4537.7,m3,true
2022-05-01,ABBT3710049,PROD,WATER,2247.7,m3,true
2022-05-01,ABBT3710049,PROD,WATER,655.9,m3,true
2022-05-01,ABBT3710049,PROD,WATER,1863.5,m3,true
2022-05-01,ABBT3710049,PROD,WATER,1432.3,m3,true
2022-05-01,ABBT3710049,PROD,WATER,8290,m3,true
2022-05-01,ABBT3710049,PROD,WATER,664.8,m3,true
2022-05-01,ABBT3710049,PROD,WATER,582.9,m3,true
2022-05-01,ABBT3710049,PROD,WATER,1130.9,m3,true
2022-05-01,ABBT3710049,PROD,WATER,1887,m3,true
2022-05-01,ABBT3710049,PROD,WATER,1288.2,m3,true
2022-05-01,ABBT3710049,PROD,WATER,1331.9,m3,true
2022-05-01,ABBT3710049,PROD,WATER,1331.9,m3,true
2022-05-01,ABBT3710049,PROD,WATER,10650.6,m3,true
2022-05-01,ABBT3710049,PROD,WATER,434.2,m3,true
2022-05-01,ABBT3710049,PROD,WATER,1736.8,m3,true
2022-05-01,ABBT3710049,PROD,WATER,809.1,m3,true
2022-05-01,ABBT3710049,PROD,WATER,4549.7,m3,true
2022-05-01,ABBT3710049,PROD,WATER,2965.3,m3,true
2022-05-01,ABBT3710049,PROD,WATER,1311.2,m3,true
2022-05-01,ABBT3710049,PROD,WATER,2305.1,m3,true
2022-05-01,ABBT3710049,PROD,WATER,11319.4,m3,true
2022-05-01,ABBT3710049,PROD,WATER,508.3,m3,true
2022-05-01,ABBT3710049,PROD,WATER,338.9,m3,true
2022-05-01,ABBT4180001,,,,,true
2022-05-01,ABBT4180001,,,,,true
2022-05-01,ABBT4180001,,,,,true
2022-05-01,ABBT4180001,DIFF,GAS,0,e3m3,true
2022-05-01,ABBT4180001,DISP,GAS,26.6,e3m3,true
2022-05-01,ABBT4180001,FLARE,GAS,4.2,e3m3,true
2022-05-01,ABBT4180001,FUEL,GAS,6.1,e3m3,true
2022-05-01,ABBT4180001,PROD,GAS,26.2,e3m3,true
2022-05-01,ABBT4180001,PROD,GAS,12.2,e3m3,true
2022-05-01,ABBT4180001,VENT,GAS,1.5,e3m3,true
2022-05-01,ABBT4180001,DISP,OIL,439.5,m3,true
2022-05-01,ABBT4180001,IMBAL,OIL,0,m3,true
2022-05-01,ABBT4180001,INVCL,OIL,18.6,m3,true
2022-05-01,ABBT4180001,INVOP,OIL,39.6,m3,true
2022-05-01,ABBT4180001,PROD,OIL,301.3,m3,true
2022-05-01,ABBT4180001,PROD,OIL,117.2,m3,true
2022-05-01,ABBT4180001,ROYALTY,OIL,120.5,m3,true
2022-05-01,ABBT4180001,ROYALTY,OIL,40.8,m3,true
2022-05-01,ABBT4180001,DIFF,WATER,0,m3,true
2022-05-01,ABBT4180001,DISP,WATER,2,m3,true
2022-05-01,ABBT4180001,DISP,WATER,3584.1,m3,true
2022-05-01,ABBT4180001,PROD,WATER,2508.4,m3,true
2022-05-01,ABBT4180001,PROD,WATER,1077.7,m3,true
2022-05-01,ABBT4550001,,,,,true
2022-05-01,ABBT4550001,,,,,true
2022-05-01,ABBT4550001,,,,,true
2022-05-01,ABBT4550001,SHUTIN,,,,true
2022-05-01,ABBT4550001,SHUTIN,,,,true
2022-05-01,ABBT4550001,SHUTIN,,,,true
2022-05-01,ABBT4550001,SHUTIN,,,,true
2022-05-01,ABBT4550001,SHUTIN,,,,true
2022-05-01,ABBT4550001,SHUTIN,,,,true
2022-05-01,ABBT4550001,SHUTIN,,,,true
2022-05-01,ABBT4550001,SHUTIN,,,,true
2022-05-01,ABBT4550001,DIFF,GAS,0,e3m3,true
2022-05-01,ABBT4550001,FLARE,GAS,270.5,e3m3,true
2022-05-01,ABBT4550001,FUEL,GAS,5.6,e3m3,true
2022-05-01,ABBT4550001,PROD,GAS,6,e3m3,true
2022-05-01,ABBT4550001,PROD,GAS,5.5,e3m3,true
2022-05-01,ABBT4550001,PROD,GAS,1.9,e3m3,true
2022-05-01,ABBT4550001,PROD,GAS,29.5,e3m3,true
2022-05-01,ABBT4550001,PROD,GAS,6.3,e3m3,true
2022-05-01,ABBT4550001,PROD,GAS,112.3,e3m3,true
2022-05-01,ABBT4550001,PROD,GAS,4.8,e3m3,true
2022-05-01,ABBT4550001,PROD,GAS,5.7,e3m3,true
2022-05-01,ABBT4550001,PROD,GAS,95.4,e3m3,true
2022-05-01,ABBT4550001,REC,GAS,8.7,e3m3,true
2022-05-01,ABBT4550001,DISP,OIL,575.6,m3,true
2022-05-01,ABBT4550001,IMBAL,OIL,0,m3,true
2022-05-01,ABBT4550001,INVCL,OIL,131.4,m3,true
2022-05-01,ABBT4550001,INVOP,OIL,119.3,m3,true
2022-05-01,ABBT4550001,PROD,OIL,49.3,m3,true
2022-05-01,ABBT4550001,PROD,OIL,77.9,m3,true
2022-05-01,ABBT4550001,PROD,OIL,15.8,m3,true
2022-05-01,ABBT4550001,PROD,OIL,86.3,m3,true
2022-05-01,ABBT4550001,PROD,OIL,14.1,m3,true
2022-05-01,ABBT4550001,PROD,OIL,303.3,m3,true
2022-05-01,ABBT4550001,PROD,OIL,24.4,m3,true
2022-05-01,ABBT4550001,PROD,OIL,16.6,m3,true
2022-05-01,ABBT4550001,ROYALTY,OIL,1.6,m3,true
2022-05-01,ABBT4550001,ROYALTY,OIL,23.8,m3,true
2022-05-01,ABBT4550001,ROYALTY,OIL,1.7,m3,true
2022-05-01,ABBT4550001,DIFF,WATER,0,m3,true
2022-05-01,ABBT4550001,DISP,WATER,2.1,m3,true
2022-05-01,ABBT4550001,DISP,WATER,5249,m3,true
2022-05-01,ABBT4550001,DISP,WATER,2295.9,m3,true
2022-05-01,ABBT4550001,DISP,WATER,1125.8,m3,true
2022-05-01,ABBT4550001,PROD,WATER,1276.5,m3,true
2022-05-01,ABBT4550001,PROD,WATER,605.3,m3,true
2022-05-01,ABBT4550001,PROD,WATER,550.6,m3,true
2022-05-01,ABBT4550001,PROD,WATER,2569.5,m3,true
2022-05-01,ABBT4550001,PROD,WATER,986.2,m3,true
2022-05-01,ABBT4550001,PROD,WATER,503.5,m3,true
2022-05-01,ABBT4550001,PROD,WATER,881.5,m3,true
2022-05-01,ABBT4550001,PROD,WATER,1299.7,m3,true
2022-05-01,ABBT4940020,,,,,true
2022-05-01,ABBT4940020,,,,,true
2022-05-01,ABBT4940020,,,,,true
2022-05-01,ABBT4940020,SHUTIN,,,,true
2022-05-01,ABBT4940020,SHUTIN,,,,true
2022-05-01,ABBT4940020,SHUTIN,,,,true
2022-05-01,ABBT4940020,SHUTIN,,,,true
2022-05-01,ABBT4940020,DIFF,GAS,0,e3m3,true
2022-05-01,ABBT4940020,DISP,GAS,31.6,e3m3,true
2022-05-01,ABBT4940020,DISP,GAS,510.9,e3m3,true
2022-05-01,ABBT4940020,FLARE,GAS,9.5,e3m3,true
2022-05-01,ABBT4940020,FUEL,GAS,112.8,e3m3,true
2022-05-01,ABBT4940020,PROD,GAS,25.6,e3m3,true
2022-05-01,ABBT4940020,PROD,GAS,23.5,e3m3,true
2022-05-01,ABBT4940020,PROD,GAS,35.4,e3m3,true
2022-05-01,ABBT4940020,PROD,GAS,23.8,e3m3,true
2022-05-01,ABBT4940020,PROD,GAS,26.4,e3m3,true
2022-05-01,ABBT4940020,PROD,GAS,46.8,e3m3,true
2022-05-01,ABBT4940020,PROD,GAS,46.4,e3m3,true
2022-05-01,ABBT4940020,PROD,GAS,7.2,e3m3,true
2022-05-01,ABBT4940020,PROD,GAS,15.4,e3m3,true
2022-05-01,ABBT4940020,PROD,GAS,12.8,e3m3,true
2022-05-01,ABBT4940020,PROD,GAS,38,e3m3,true
2022-05-01,ABBT4940020,PROD,GAS,26.1,e3m3,true
2022-05-01,ABBT4940020,PROD,GAS,41.8,e3m3,true
2022-05-01,ABBT4940020,PROD,GAS,148.7,e3m3,true
2022-05-01,ABBT4940020,REC,GAS,147,e3m3,true
2022-05-01,ABBT4940020,VENT,GAS,0.1,e3m3,true
2022-05-01,ABBT4940020,DISP,OIL,1296.7,m3,true
2022-05-01,ABBT4940020,IMBAL,OIL,0,m3,true
2022-05-01,ABBT4940020,INVCL,OIL,178.7,m3,true
2022-05-01,ABBT4940020,INVOP,OIL,214.8,m3,true
2022-05-01,ABBT4940020,PROD,OIL,66.1,m3,true
2022-05-01,ABBT4940020,PROD,OIL,61.3,m3,true
2022-05-01,ABBT4940020,PROD,OIL,90.7,m3,true
2022-05-01,ABBT4940020,PROD,OIL,64,m3,true
2022-05-01,ABBT4940020,PROD,OIL,61.7,m3,true
2022-05-01,ABBT4940020,PROD,OIL,133.4,m3,true
2022-05-01,ABBT4940020,PROD,OIL,119.9,m3,true
2022-05-01,ABBT4940020,PROD,OIL,7.3,m3,true
2022-05-01,ABBT4940020,PROD,OIL,33.7,m3,true
2022-05-01,ABBT4940020,PROD,OIL,23.3,m3,true
2022-05-01,ABBT4940020,PROD,OIL,111.3,m3,true
2022-05-01,ABBT4940020,PROD,OIL,99.9,m3,true
2022-05-01,ABBT4940020,PROD,OIL,90.6,m3,true
2022-05-01,ABBT4940020,PROD,OIL,293.2,m3,true
2022-05-01,ABBT4940020,REC,OIL,4.2,m3,true
2022-05-01,ABBT4940020,ROYALTY,OIL,5.8,m3,true
2022-05-01,ABBT4940020,ROYALTY,OIL,5.1,m3,true
2022-05-01,ABBT4940020,ROYALTY,OIL,10.2,m3,true
2022-05-01,ABBT4940020,ROYALTY,OIL,5.5,m3,true
2022-05-01,ABBT4940020,ROYALTY,OIL,5.2,m3,true
2022-05-01,ABBT4940020,ROYALTY,OIL,18.5,m3,true
2022-05-01,ABBT4940020,ROYALTY,OIL,16,m3,true
2022-05-01,ABBT4940020,ROYALTY,OIL,0.2,m3,true
